reverse_design_rank,match_rank,candidate_on_off_ratio,candidate_mode,candidate_state_count,required_crossbar_size,required_weight_bits,required_adc_bits,validation_adjusted_score,relative_hardware_cost_proxy,matched_device_id,matched_study_id,matched_family,matched_on_off_ratio,matched_mode,matched_state_count_available,matched_physical_state_count,matched_parameter_source,matched_precision_basis,match_distance,ratio_log10_distance,mode_mismatch,state_count_distance,state_requirement_status,match_class,matched_evidence_coverage_fraction,matched_scenario_status,matched_scenario_reasons
39,2,472.75629,DISCRETE_MULTILEVEL,8,256,4,8,95.83613003617604,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,2.825362684177014,0.32536268417701386,1.0,2.0,AVAILABLE,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
39,3,472.75629,DISCRETE_MULTILEVEL,8,256,4,8,95.83613003617604,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,3.0215473288310424,0.7715473288310426,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
40,1,866.31785,ANALOG,0,256,6,8,96.0573877170274,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,1.034587275896773,1.034587275896773,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
40,2,866.31785,ANALOG,0,256,6,8,96.0573877170274,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,1.5623227371112836,0.062322737111283555,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
40,3,866.31785,ANALOG,0,256,6,8,96.0573877170274,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.0260798945559175,0.5260798945559175,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
41,1,866.31785,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,1.0568636706079249,1.0568636706079249,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
41,2,866.31785,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,1.2806214100316125,1.2806214100316125,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
41,3,866.31785,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,1.5623227371112836,0.062322737111283555,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
42,1,1000.0,ANALOG,0,256,6,8,96.0573877170274,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,1.0969100130080565,1.0969100130080565,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
42,2,1000.0,ANALOG,0,256,6,8,96.0573877170274,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,1.5,0.0,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
42,3,1000.0,ANALOG,0,256,6,8,96.0573877170274,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.963757157444634,0.46375715744463397,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
43,1,1000.0,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,1.1191864077192084,1.1191864077192084,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
43,2,1000.0,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,1.342944147142896,1.342944147142896,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
43,3,1000.0,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,1.5,0.0,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
44,1,257.986731,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.1484823268931936,1.0521597879219957,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
44,2,257.986731,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.758507382530695,0.5085073825306947,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
44,3,257.986731,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.7807837772418464,0.5307837772418467,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
45,1,1587.512707,ANALOG,0,256,6,8,96.0573877170274,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,1.2976272232290118,1.2976272232290118,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
45,2,1587.512707,ANALOG,0,256,6,8,96.0573877170274,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,1.7007172102209553,0.20071721022095534,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
45,3,1587.512707,ANALOG,0,256,6,8,96.0573877170274,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.7630399472236786,0.2630399472236786,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
46,1,1587.512707,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,1.3199036179401638,1.3199036179401638,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
46,2,1587.512707,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,1.5436613573638513,1.5436613573638513,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
46,3,1587.512707,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,1.7007172102209553,0.20071721022095534,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
47,1,140.785336,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.4115222747485008,1.3151997357773029,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
47,2,140.785336,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.495467434675388,0.24546743467538756,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
47,3,140.785336,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.5177438293865393,0.2677438293865395,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
48,1,2909.09,ANALOG,0,256,6,8,96.0573877170274,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.5,0.0,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
48,2,2909.09,ANALOG,0,256,6,8,96.0573877170274,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,1.5606671704526904,1.5606671704526904,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
48,3,2909.09,ANALOG,0,256,6,8,96.0573877170274,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,1.963757157444634,0.46375715744463397,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
49,1,2909.09,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.5,0.0,1.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
49,2,2909.09,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,1.5829435651638424,1.5829435651638424,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
49,3,2909.09,GRADUAL_MULTILEVEL,0,256,6,8,96.05298303082472,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,1.80670130458753,1.80670130458753,0.0,0.0,NOT_REQUIRED_OR_UNKNOWN,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
50,1,80.0,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.6569897094238883,1.5606671704526904,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
50,2,80.0,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
50,3,80.0,DISCRETE_MULTILEVEL,8,256,4,8,95.83527274541125,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.272276394711152,0.022276394711151948,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
51,1,76.827637,DISCRETE_MULTILEVEL,8,256,4,8,95.85272267903318,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.6745622206876207,1.5782396817164228,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
51,2,76.827637,DISCRETE_MULTILEVEL,8,256,4,8,95.85272267903318,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.2547038834474193,0.004703883447419566,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
51,3,76.827637,DISCRETE_MULTILEVEL,8,256,4,8,95.85272267903318,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.267572511263732,0.017572511263732382,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
52,1,76.0,DISCRETE_MULTILEVEL,8,256,4,8,95.85272267903318,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.6792661041350405,1.5829435651638426,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
52,2,76.0,DISCRETE_MULTILEVEL,8,256,4,8,95.85272267903318,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.25,2.220446049250313e-16,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
52,3,76.0,DISCRETE_MULTILEVEL,8,256,4,8,95.85272267903318,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.2722763947111524,0.02227639471115217,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
53,1,45.4,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.903023843558728,1.80670130458753,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
53,2,45.4,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
53,3,45.4,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.4737577394236876,0.2237577394236876,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
54,1,41.92543,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.9376021708581725,1.8412796318869746,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
54,2,41.92543,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.2845783272994447,0.034578327299444656,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
54,3,41.92543,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.5083360667231323,0.25833606672313225,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
55,1,22.879029,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.200642107627468,2.10431956865627,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
55,2,22.879029,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.54761826406874,0.2976182640687399,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
55,3,22.879029,DISCRETE_MULTILEVEL,8,256,4,8,95.85942022232322,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.7713760034924277,0.5213760034924275,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
56,1,12.485261,DISCRETE_MULTILEVEL,8,256,4,8,95.86325076994228,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.463682070859824,2.367359531888626,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
56,2,12.485261,DISCRETE_MULTILEVEL,8,256,4,8,95.86325076994228,2560.0,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.647427621219989,0.3974276212199891,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
56,3,12.485261,DISCRETE_MULTILEVEL,8,256,4,8,95.86325076994228,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.8106582273010963,0.560658227301096,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
57,1,6.813303,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.3843876988998596,0.13438769889985946,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
57,2,6.813303,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.726721993179954,2.6303994542087556,0.0,0.19264507794239583,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
57,3,6.813303,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.7552465073880192,0.5052465073880192,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
58,1,5.0,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
58,2,5.0,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.6208588084881597,0.3708588084881598,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
58,3,5.0,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.6479400086720375,0.39794000867203766,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
59,1,3.718072,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.378652208760297,0.12865220876029704,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
59,2,3.718072,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.492206599727863,0.24220659972786274,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
